id,cost
1,22.5225026000593
2,12.8990504044854
3,7.81956912830974
4,5.90195377405813
5,4.59242678341347
6,4.18594225365853
7,4.08315732354758
8,4.121810484211
9,21.5143916945799
10,11.7553844008752
11,6.18233781499521
12,4.31509320590964
13,2.9271491156602
14,2.64605231275524
15,2.57473774965967
16,2.53723187866183
17,28.0042934679716
18,17.3212175150787
19,8.94348808331207
20,6.66822626581445
21,5.27135889807118
22,5.04722005965533
23,4.8570986596021
24,4.83674111254744
25,22.5225026000593
26,12.8990504044854
27,7.81956912830974
28,5.90195377405813
29,4.59242678341347
30,4.18594225365853
31,4.08315732354758
32,4.121810484211
33,22.0213990921104
34,12.1545837291689
35,6.51436383991096
36,4.66648924182487
37,3.34099683752805
38,3.03030882602129
39,2.94991828308034
40,2.886175048267
41,7.8977285469997
42,36.5816906096439
43,11.0774645086974
44,29.1954320522284
45,16.91576607006
46,9.34321133862332
47,7.19780578690533
48,5.82002841843884
49,5.57075835757177
50,5.41118756170634
51,5.39174686989854
52,45.6945489588902
53,21.9479265893452
54,13.8984543166103
55,11.3461258984807
56,2.6541924411805
57,38.529528292126
58,33.1394332568676
59,16.0431776528758
60,16.7607811217654
61,17.2658148293477
62,7.72828210649506
63,40.1802286503158
64,17.3212175150787
65,8.94348808331207
66,6.66822626581445
67,5.27135889807118
68,5.04722005965533
69,4.8570986596021
70,4.83674111254744
71,19.5548656363375
72,9.68526229388621
73,14.3790290063616
74,6.88504294448308
75,17.5887192179945
76,22.1192396831017
77,11.5391391588658
78,6.51722249823199
79,4.65555207269382
80,3.31025057697296
81,3.021297918273
82,2.89870651617001
83,2.8584950008449
84,15.5928564848321
85,19.695107378606
86,12.6125714508811
87,12.2966831821835
88,10.5494578953671
89,22.9742985710463
90,12.8424960339509
91,7.35951325641004
92,5.30405861102912
93,4.06007341324711
94,3.75702241066118
95,3.61746989327012
96,3.57041092847515
97,6.04116823080915
98,22.4167559075654
99,12.5765960980219
100,7.80836024088668
101,5.84531823544964
102,4.46222159329579
103,4.47706324134555
104,4.39298657608887
105,4.36685426033484
106,27.5283618809506
107,16.4767405480348
108,8.1952136150434
109,5.73938373191407
110,4.32627012436726
111,4.22949584784195
112,3.9417641360766
113,3.96222332798228
114,6.50742019154397
115,7.25946108166171
116,15.8485425589327
117,11.63506980111
118,8.80887583482843
119,8.63265085856926
120,34.3398957732013
121,21.6721161066322
122,23.711811167161
123,10.5791348096419
124,22.1850532460876
125,15.9717589871107
126,7.3547635309795
127,5.42678899553428
128,4.1382596182121
129,3.97846965071948
130,3.88147026913577
131,128.072329019043
132,34.1939413731727
133,18.2811711368262
134,14.0295957493722
135,12.7195762884093
136,4.54552543562028
137,9.67934068074872
138,8.60113140659722
139,6.25449661149262
140,6.3253673404105
141,3.29162533196414
142,22.9742985710463
143,12.8424960339509
144,7.35951325641004
145,5.30405861102912
146,4.06007341324711
147,3.75702241066118
148,3.61746989327012
149,3.57041092847515
150,16.9125642831256
151,29.0370807866833
152,14.2801525578231
153,8.4971814917794
154,6.52831071530189
155,4.91298855286092
156,4.61928429819417
157,4.3773953072937
158,4.49709479973884
159,35.0760202314122
160,21.6721161066322
161,23.711811167161
162,17.3206475049773
163,10.6283376092782
164,7.52865152204683
165,4.62274628879716
166,3.83116195004227
167,28.4276504520282
168,13.0911616049928
169,8.01666366231833
170,5.4010133081583
171,4.5249716237537
172,4.20914758442906
173,4.03117819291842
174,3.80452722062358
175,30.4095591440701
176,17.5360590016601
177,8.51189905436179
178,11.5435716706367
179,6.27579661795323
180,7.60261929544284
181,76.987895698557
182,32.4788013001599
183,19.9771628312639
184,9.45506914876224
185,35.4269897902309
186,21.6721161066322
187,10.5791348096419
188,7.1587349958385
189,4.56520074947405
190,3.66670722810442
191,3.32387363125266
192,3.30189600896843
193,5.46000226872797
194,5.88283592928596
195,22.4541138439777
196,12.2370026814041
197,7.11868948693337
198,5.18321133260031
199,3.9248134715727
200,3.57521718934474
201,3.43922900241732
202,3.38394064771623
203,22.4541138439777
204,12.2370026814041
205,7.11868948693337
206,5.18321133260031
207,3.9248134715727
208,3.57521718934474
209,3.43922900241732
210,3.38394064771623
211,22.0213990921104
212,12.1545837291689
213,6.51436383991096
214,4.66648924182487
215,3.34099683752805
216,3.03030882602129
217,2.94991828308034
218,2.886175048267
219,22.4541138439777
220,12.2370026814041
221,7.11868948693337
222,5.18321133260031
223,3.9248134715727
224,3.57521718934474
225,3.43922900241732
226,3.38394064771623
227,22.4541138439777
228,12.2370026814041
229,7.11868948693337
230,5.18321133260031
231,3.9248134715727
232,3.57521718934474
233,3.43922900241732
234,3.38394064771623
235,22.4541138439777
236,12.2370026814041
237,7.11868948693337
238,5.18321133260031
239,3.9248134715727
240,3.57521718934474
241,3.43922900241732
242,3.38394064771623
243,23.7134467960896
244,12.3152937630701
245,13.9732262364502
246,12.8899001254493
247,22.9742985710463
248,12.8424960339509
249,7.35951325641004
250,5.30405861102912
251,4.06007341324711
252,3.75702241066118
253,3.61746989327012
254,3.57041092847515
255,10.7139876704783
256,22.4541138439777
257,14.2567075573331
258,7.11868948693337
259,5.18321133260031
260,3.9248134715727
261,3.57521718934474
262,3.43922900241732
263,3.38394064771623
264,15.0081871667009
265,28.4812349823918
266,16.91576607006
267,9.34321133862332
268,7.19780578690533
269,5.82002841843884
270,5.57075835757177
271,5.41118756170634
272,5.39174686989854
273,5.8209900950659
274,9.78262498539964
275,22.0220487646557
276,12.5592739392739
277,7.50516227354994
278,5.36379767227561
279,4.15323014622498
280,3.76960449336635
281,3.6580437199732
282,3.64569221818424
283,4.11458563367615
284,4.19940673373298
285,22.5262800568774
286,17.8607821781842
287,10.8114911580839
288,10.626481073909
289,23.2774395242299
290,13.9187196494902
291,10.5791348096419
292,7.1587349958385
293,4.56520074947405
294,3.66670722810442
295,3.32387363125266
296,3.30189600896843
297,22.9742985710463
298,12.8424960339509
299,7.35951325641004
300,5.30405861102912
301,4.06007341324711
302,3.75702241066118
303,3.61746989327012
304,3.57041092847515
305,3.58109466906024
306,54.8886400359877
307,23.2277275822696
308,13.5745207205845
309,9.34321133862332
310,7.19780578690533
311,5.82002841843884
312,5.57075835757177
313,5.41118756170634
314,5.39174686989854
315,24.3567684274584
316,17.3629231427001
317,9.48206821290911
318,6.2705336654796
319,4.51995292910182
320,4.94947522559284
321,4.69001725149842
322,4.66369196221571
323,12.2368292485114
324,23.2277275822696
325,15.2616754583374
326,9.34321133862332
327,7.19780578690533
328,5.82002841843884
329,5.57075835757177
330,5.41118756170634
331,5.39174686989854
332,27.6309471171071
333,16.91576607006
334,9.34321133862332
335,7.19780578690533
336,5.82002841843884
337,5.57075835757177
338,5.41118756170634
339,5.39174686989854
340,27.6309471171071
341,16.91576607006
342,9.34321133862332
343,7.19780578690533
344,5.82002841843884
345,5.57075835757177
346,5.41118756170634
347,5.39174686989854
348,32.1151785692315
349,24.7680551548881
350,13.6783703202515
351,10.2797408659874
352,11.2968261517344
353,9.32272052198661
354,3.47307556319287
355,15.9158730138091
356,11.6553113930471
357,9.34068375813197
358,11.5692874360196
359,6.10789883270829
360,5.47861946726297
361,5.91101010624469
362,5.96377895105007
363,21.3455053816668
364,18.633103264173
365,16.9551153381461
366,14.3296458101736
367,11.5781650106442
368,10.5078577128952
369,37.057493139377
370,22.0213990921104
371,12.1545837291689
372,6.51436383991096
373,4.66648924182487
374,3.34099683752805
375,3.03030882602129
376,2.94991828308034
377,2.886175048267
378,139.421927474357
379,52.8411326242132
380,48.9578793780673
381,29.5545729340149
382,26.1910957187739
383,20.9646004601326
384,14.6486476873546
385,8.4971814917794
386,6.52831071530189
387,4.91298855286092
388,4.61928429819417
389,4.3773953072937
390,4.49709479973884
391,28.5965817563237
392,16.91576607006
393,9.34321133862332
394,7.19780578690533
395,5.82002841843884
396,5.57075835757177
397,5.41118756170634
398,5.39174686989854
399,20.9646004601326
400,14.6486476873546
401,8.4971814917794
402,6.52831071530189
403,4.91298855286092
404,4.61928429819417
405,4.3773953072937
406,4.49709479973884
407,20.1448539821947
408,19.1462801561999
409,13.8349235505344
410,3.37155749485991
411,5.09195442886597
412,28.2354487398151
413,14.2801525578231
414,8.4971814917794
415,6.52831071530189
416,4.91298855286092
417,4.61928429819417
418,4.3773953072937
419,4.49709479973884
420,29.0594309625205
421,14.2801525578231
422,8.4971814917794
423,6.52831071530189
424,4.91298855286092
425,4.61928429819417
426,4.3773953072937
427,4.49709479973884
428,29.0594309625205
429,14.2801525578231
430,8.4971814917794
431,6.52831071530189
432,4.91298855286092
433,4.61928429819417
434,4.3773953072937
435,4.49709479973884
436,29.2572465734012
437,14.2801525578231
438,8.4971814917794
439,6.52831071530189
440,4.91298855286092
441,4.61928429819417
442,4.3773953072937
443,4.49709479973884
444,25.6652888148853
445,14.5807888869733
446,7.35268645885959
447,5.12297113920201
448,3.97492443203071
449,3.65105864063702
450,3.56654208840455
451,3.31968818388132
452,22.4541138439777
453,12.2370026814041
454,7.11868948693337
455,5.18321133260031
456,3.9248134715727
